Item Hex,Item Name
00002538,Rumba dress (orange)
00002539,Rumba dress (pink)
00001615,Suit with stand-up collar (black)
00001d91,Suit with stand-up collar (avocado)
00001d92,Suit with stand-up collar (white)
00001d93,Suit with stand-up collar (beige)
000016a4,Dreamy dress (pink)
000021fb,Dreamy dress (yellow)
000021fc,Dreamy dress (blue)
000021fd,Dreamy dress (green)
000016a5,Flashy kimono (green)
0000231f,Flashy kimono (red)
00002320,Flashy kimono (gold)
00002321,Flashy kimono (blue)
00002322,Flashy kimono (white)
00002323,Flashy kimono (fuchsia)
000016a6,Noble dress (green)
00001d02,Noble dress (ruby red)
00001d03,Noble dress (white)
00001d04,Noble dress (blue)
00001d05,Noble dress (black)
00001d06,Noble dress (purple)
00001d07,Noble dress (yellow)
00001d08,Noble dress (red)
000016a7,Stellar jumpsuit (green)
0000253a,Stellar jumpsuit (blue)
0000253b,Stellar jumpsuit (dark red)
0000253c,Stellar jumpsuit (purple)
0000253d,Stellar jumpsuit (red)
000016a9,Old commoner's kimono (golden yellow)
00002324,Old commoner's kimono (blue)
00002325,Old commoner's kimono (green)
00002326,Old commoner's kimono (red)
000016b7,Tango dress (red)
00001ec9,Tango dress (black)
00001eca,Tango dress (pink)
00001ecb,Tango dress (blue)
00001ecc,Tango dress (purple)
00001ecd,Tango dress (green)
000016b9,Flapper dress (silver)
00001ece,Flapper dress (gold)
00001ecf,Flapper dress (black)
00001ed0,Flapper dress (pink)
00001ed1,Flapper dress (green)
000016ba,Baji jeogori (blue)
000023ce,Baji jeogori (purple)
000023cf,Baji jeogori (aqua)
000023d0,Baji jeogori (black)
000016bf,Morning-glory yukata (aqua)
00002327,Morning-glory yukata (white)
00002328,Morning-glory yukata (pale green)
00002329,Morning-glory yukata (dark blue)
000016c1,Steampunk costume (red)
0000253e,Steampunk costume (purple)
000016c6,Farmer overalls (red)
00002505,Farmer overalls (green)
00002506,Farmer overalls (blue)
00002507,Farmer overalls (yellow)
00002508,Farmer overalls (gray)
000016c7,Ice-hockey uniform (white & red)
000024bd,Ice-hockey uniform (white & blue)
000024be,Ice-hockey uniform (berry red)
000024bf,Ice-hockey uniform (blue)
000024c0,Ice-hockey uniform (green)
000024c1,Ice-hockey uniform (orange)
000024c2,Ice-hockey uniform (light blue)
000024c3,Ice-hockey uniform (gray)
0000178a,Simple visiting kimono (pale green)
0000232c,Simple visiting kimono (wisteria)
0000232d,Simple visiting kimono (pink)
0000232e,Simple visiting kimono (indigo blue)
0000232f,Simple visiting kimono (orange)
00002330,Simple visiting kimono (aqua)
00002331,Simple visiting kimono (yellow)
00002332,Simple visiting kimono (gray)
00001789,Butterfly visiting kimono (black)
0000232a,Butterfly visiting kimono (indigo blue)
0000232b,Butterfly visiting kimono (fuchsia)
00001788,Kabuki-actor yukata (fuchsia)
00002403,Kabuki-actor yukata (dark blue)
00002404,Kabuki-actor yukata (gray)
000015ee,Egg-sushi costume
000015ef,Tuna-sushi costume
000015f0,Gizzard-shad-sushi costume
